title,type,description,cast,creators,directors,genres,mpaa,poster,duration,url,seasons,api_url
The Journeyman,movie,"Charlie Ledbetter leads a bevy of bandits to Charlie Hancock's ranch, killing Hancock but sparing his sons. Years later, Hancock's eldest son ends up robbing Ledbetter's mining company. Hoping to save his brother's soul, Hancock's youngest son becomes a member of Ledbetter's gang.","Brad Hunt,Dash Mihok,Willie Nelson",,James Crowley,Drama,R,http://imghost.device.screenmedia.net/29693_JourneyMan_Norwegian_214x306.jpg,5700,https://www.popcornflix.com/movie/18-66fe6434-5114-4981-9b8d-3251c5146d1d-the-journeyman,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Journeyman,movie,"Charlie Ledbetter leads a bevy of bandits to Charlie Hancock's ranch, killing Hancock but sparing his sons. Years later, Hancock's eldest son ends up robbing Ledbetter's mining company. Hoping to save his brother's soul, Hancock's youngest son becomes a member of Ledbetter's gang.","Brad Hunt,Dash Mihok,Willie Nelson",,James Crowley,Drama,R,http://imghost.device.screenmedia.net/29689_JourneyMan_Danish_214x306.jpg,5700,https://www.popcornflix.com/movie/18-2ce68f99-6da5-4c7e-b470-f5493736d1e7-the-journeyman,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Once Upon a Texas Train,movie,"El capitán Hayes alcanza la cima de su Carrera cuando atrapa a John Henry, un vaquero bandido, y lo envía a prisión. Veinte años después, Henry es liberado y se desquita asaltando el banco por $20,00 en oro. Hayes, enojado, deja el retiro para volver a la cacería.","Richard Widmark,Angie Dickinson,Willie Nelson,Shaun Cassidy",,Burt Kennedy,Espanol,,http://imghost.device.screenmedia.net/32573_OnceUponaTexasTrain_214x306ESP.jpg,5340,https://www.popcornflix.com/movie/18-2e2bb408-4a91-400f-9463-5a41fbce67ad-once-upon-a-texas-train,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Freshman Orientation,movie,"Clay tiene el plan perfecto para conquistar a la rubia de sus sueños, pero su plan sale mal, y se ve en medio de una desopilante batalla de cambio de sexo liderado por las viciosas muchachas de la hermandad y los muchachos ebrios de la fraternidad.","Sam Huntington,Heather Matarazzo,Jud Tylor,Rachel Dratch,John Goodman,Marla Sokoloff",,Ryan Shiraki,Espanol,R,http://imghost.device.screenmedia.net/28693_FreshmanOrientationESP_214x306.jpg,5580,https://www.popcornflix.com/movie/18-b7aba2f0-0cc9-4777-a363-d9f145888703-freshman-orientation,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Howling III,movie,"Vor langer Zeit durchstreiften die heute ausgestorbenen Werwolfe die australischen Outbacks. Doch nun bricht eine neue Brut von Werwolfen uber das Land herein. Und wieder kommt es zum Kampf, in dem die Menschen versuchen, diese auaer Kontrolle geratenen Kreaturen zu besiegen.","Barry Otto,Leigh Biolos",,Philippe Mora,Horror,PG-13,http://imghost.device.screenmedia.net/be2f367f-d47c-4125-8559-0e41b2a9de99-1359127458.jpg,5880,https://www.popcornflix.com/movie/18-be2f367f-d47c-4125-8559-0e41b2a9de99-howling-iii,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Martial Law,movie,"Sean Thompson ist Leiter der Sondereinheit Martial Law. Arger bereitet ihm nur sein kleiner Bruder Michael, der in grosangelegte Autodiebstahle verwickelt zu sein scheint. Nachdem Seans Erzfeind Rhodes Michael totet, raumt Sean gemeinsam mit seiner in Martial Arts erprobten Freundin Billie auf.","David Carradine,Chad McQueen",,Steve Cohen,Action/Thriller,R,http://imghost.device.screenmedia.net/358d1b71-eba3-44fb-af48-1e155bf51bcc-1359070344.jpg,4920,https://www.popcornflix.com/movie/18-358d1b71-eba3-44fb-af48-1e155bf51bcc-martial-law,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Trigger Man,movie,Inspired by true events...The story of three hunters who mysteriously became the hunted.,"Reggie Cunningham,Ray Sullivan,Sean Reid",,Ti West,Drama,,http://imghost.device.screenmedia.net/29722_TriggerMan_Swedish_214x306.jpg,4860,https://www.popcornflix.com/movie/18-cadf6545-d26f-45a3-8744-504b62d19539-trigger-man,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Trigger Man,movie,Inspired by true events...The story of three hunters who mysteriously became the hunted.,"Reggie Cunningham,Ray Sullivan,Sean Reid",,Ti West,Drama,,http://imghost.device.screenmedia.net/29724_TriggerMan_Norwegian_214x306.jpg,4860,https://www.popcornflix.com/movie/18-59d2cef3-192c-4fa7-b7f2-c8750edcf92d-trigger-man,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Jungle Law,movie,"A los trece años, John Ryan logra no ser acusado cuando sus amigos y él roban una tienda. Años más tarde, su amigo Luis le tiene rencor y quiere arruinarle la vida. Tras hacer que lo despidan y lo desalojen, Luis le ofrece un trato -  luchar en partidos ilegales para poder saldar todas sus deudas.","Paco Christian Prieto,Christina Cox,Jeff Wincott",,Damian Lee,Espanol,R,http://imghost.device.screenmedia.net/32525_junglelaw_214x306ESP.jpg,5280,https://www.popcornflix.com/movie/18-72c25765-230e-4581-97c3-f65be821a184-jungle-law,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Jack and the Beanstalk,movie,"Jack, un personaje de cuento de hadas que esta a punto de reprobar en la escuela, debe realizar un acto heroico. Vende su V.A.C.A. por unas habichuelas magicas y, acompanado de su secuaz Grayson, trepa el tallo para recuperar el Arpa del Destino del malvado gigante que vive en el cielo.","Christopher Lloyd,Chloe Grace Moretz,Colin Ford",,Gary J. Tunnicliffe,Espanol,G,http://imghost.device.screenmedia.net/32503_JackandtheBeanStalk_214x306ESP.jpg,0,https://www.popcornflix.com/movie/18-eb23ddc3-51ef-4b56-92aa-f756428d858a-jack-and-the-beanstalk,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Howling IV,movie,Die Schriftstellerin Marie Adams wird von merkwuerdigen Erscheinungen und Alptraeumen gequaelt. Deshalb faehrt sie mit Ehemann Richard in ein einsames Landhaus zur Erholung. Doch wieder hat sie Visionen diesmal sind es jaulende Werwoelfe. Eine Kette seltsamer Vorgange beginnt.,"Antony Hamilton,Michael T. Weiss,Romy Windsor",,John HoughHope Perello,Horror,R,http://imghost.device.screenmedia.net/7f519656-158a-4438-af63-aa7fc451a92f-1359066660.jpg,5520,https://www.popcornflix.com/movie/18-7f519656-158a-4438-af63-aa7fc451a92f-howling-iv,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Fortunes of War,movie,"Zwei Manner und eine Frau sollen Medikamente von Thailand nach Kambodscha schaffen. Scheinbar ein lacherlicher Auftrag. Doch als sich das Trio im Dschungel den brutalen Angriffen der Roten Khmer ausgesetzt sieht, erkennen sie die wahre Bedeutung der Mission. Es kommt zu einem marderischen Kampf ums Uberleben...","Michael Ironside,Martin Sheen,Michael Nouri.",,Thierry Notz,Action/Thriller,R,http://imghost.device.screenmedia.net/c9da44d9-88c6-4f16-98b2-5a89bb4adf0e-1359070211.jpg,6180,https://www.popcornflix.com/movie/18-c9da44d9-88c6-4f16-98b2-5a89bb4adf0e-fortunes-of-war,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Trigger Man,movie,Inspired by true events...The story of three hunters who mysteriously became the hunted.,"Reggie Cunningham,Ray Sullivan,Sean Reid",,Ti West,Drama,,http://imghost.device.screenmedia.net/29728_TriggerMan_Danish_214x306.jpg,4860,https://www.popcornflix.com/movie/18-c2f0aeb7-b3df-4607-8100-47ea9489551a-trigger-man,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Phantom Punch,movie,"En este fascinante documental, el director Barry Levinson explora la intersección entre la política y Hollywood. La película le da al espectador acceso a la campaña presidencial más importante el siglo 21 y a la influencia que Hollywood tiene sobre el proceso político hoy.","Nicholas Turturro,Ving Rhames,Alan Van Sprang,Stacie Dash,Bridgette Wilson,David Proval",,Robert Townsend,Drama,R,http://imghost.device.screenmedia.net/30333_PhantomPunchESP_214x306.jpg,6300,https://www.popcornflix.com/movie/18-77cfe41e-4ce5-4196-9647-d1f355bcdd98-phantom-punch,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Journeyman,movie,"En el lejano oeste al final del siglo pasado, dos jóvenes hermanos ven cómo su abuelo es asesinado a sangre fría. Uno de ellos es secuestrado por forajidos, mientras que el otro es adoptado por un cura. Trece años después, los hermanos se encontrarán y buscarán vengarse a su manera.","Brad Hunt,Dash Mihok,Willie Nelson",,James Crowley,Espanol,R,http://imghost.device.screenmedia.net/32519_Journeyman_214x306ESP.jpg,6240,https://www.popcornflix.com/movie/18-297b1816-d798-44b1-abd6-23ca13ef4312-the-journeyman,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Whos Your Monkey,movie,"En una sola noche cuatro amigos de la infancia asesinan a un narcotraficante, rescatan animales, se deshacen de un cadáver y descubren el vínculo irrompible de la amistad. Esta película es una comedia desopilante, irreverente, llena de risas, sorpresas y travesuras.","Scott Michael Campbell,Jason London,Wayne Knight,David DeLuise,Kevin Durand,Scott Grimes",,Todd Breau,Espanol,R,http://imghost.device.screenmedia.net/28729_WhosYourMonkeyESP_214x306.jpg,5280,https://www.popcornflix.com/movie/18-b48e4b00-bf78-4e04-89b7-80c8ba77b10d-whos-your-monkey,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Howling V,movie,"Eine Gruppe Touristen findet sich in einem ungarischen Schloss ein, in dem sich einst grausame Dinge ereigneten. Immer noch scheint ein Fluch uber dem Gemauer zu liegen, denn vereinzelt verschwinden Mitglieder der Gruppe spurlos. Schlieslich stosen die Uberlebenden auf ein unterirdisches Labyrinth.","Philip Davis,Victoria Catlin",,Neal Sundstrom,Horror,R,http://imghost.device.screenmedia.net/fd75bfd0-db77-4870-b00c-52ec01948a3f-1359066736.jpg,5580,https://www.popcornflix.com/movie/18-fd75bfd0-db77-4870-b00c-52ec01948a3f-howling-v,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Final Examination,movie,"Strafversetzt nach Hawaii stolpert Detective Shane Newman geradewegs in die Moerdserie an einer Gruppe ehemaliger Studentinnen. Gemeinsam mit seiner neuen Kollegin Julie findet er heraus, dass saemtliche Opfer vor Jahren am fatalen Mobbing gegen eine Kommilitonin beteiligt waren.","Debbie Rochon,Brent Huff,Kari Wuhrer",,Fred Olen Ray,Action/Thriller,R,http://imghost.device.screenmedia.net/d139a915-75dd-4342-93f2-99006272dfe5-1359128149.jpg,5700,https://www.popcornflix.com/movie/18-d139a915-75dd-4342-93f2-99006272dfe5-final-examination,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Matter,movie,"Based on actual events, a Chinese university student responds violently when his chances for a Nobel Prize are dashed by school politics.","Meryl Streep,Ye Liu,Aidan Quinn",,Shi Zheng Chen,Drama,R,http://imghost.device.screenmedia.net/44f06e94-9676-4d15-a373-d03e2b25e747-3.jpg,6960,https://www.popcornflix.com/movie/18-44f06e94-9676-4d15-a373-d03e2b25e747-dark-matter,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Great Fight,movie,"The rare story of an autistic savant, whose prodigious skill is fighting and maybe more.","Charles Durning,Martin Kove,Robert Loggia",,Sherri Kauk,Drama,R,http://imghost.device.screenmedia.net/26983_GreatFight_214x306.jpg,4860,https://www.popcornflix.com/movie/18-555ba49d-7832-4cdd-a8c3-1fe2f4efafc8-the-great-fight,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Formosa Betrayed,movie,"Cuando un profesor taiwanés es asesinado, un agente del FBI va a Taiwán a buscar a los asesinos. Se ve inmerso en una conspiración peligrosa y esquiva a potencias que van desde el Departamento de Estado hasta la mafia china. Un thriller atrapante que cuenta una historia increíble pero cierta.","Wendy Crewson,James Van Der Beek,John Heard",,Adam Kane,Espanol,R,http://imghost.device.screenmedia.net/32483_Formosa_214x306ESP.jpg,6180,https://www.popcornflix.com/movie/18-12aafa8c-6e5d-47b5-890c-e47c73f846eb-formosa-betrayed,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Fifth Mind,movie,"Una descripción desgarradora de dos hermanos destrozados por una experiencia compartida en su infancia. Un hermano bloqueó por completo el abuso, el incesto y la locura, mientras que el otro creó cinco mentes para lidiar con el dolor.","Jack Diamond,Julia Duvall and Victoria Gilson",,Naoko Tajima,Espanol,,http://imghost.device.screenmedia.net/27857_FifthMind_214x306ESP.jpg,4500,https://www.popcornflix.com/movie/18-e8fa9705-ee6d-43fc-8731-4f53263e094a-fifth-mind,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Below Zero,movie,"Trapped in an abandoned slaughterhouse, a desperate screenwriter paralyzed by writers block is tormented by a horrific serial killer of his own creation. Locked in a freezer, he sinks into a claustrophobia induced paranoia, where he cannot distinguish what is real from what is written.","Edward Furlong,Michael Berryman,Kristin Booth",,Justin Thomas Ostensen,Horror,R,http://imghost.device.screenmedia.net/7c3b63c7-6586-49fa-b04d-1f984cb8597f-1365452277.jpg,6000,https://www.popcornflix.com/movie/18-7c3b63c7-6586-49fa-b04d-1f984cb8597f-below-zero,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Black Thunder - Die Welt am Abgrund,movie,"Ein Hightech Dusenjager der amerikanischen Regierung wird mit Hilfe eines korrupten Piloten von Terroristen entfuhrt und verschwindet spurlos. Schlieslich wird Flugzeugexperte Vincent eingeschaltet, denn die Situation droht zu eskalieren, Die Terroristen wollen einen dritten Weltkrieg entfachen.","Michael Cavanaugh,Catherine Bell,Marcus Aurelius",,Rick Jacobson,Action/Thriller,R,http://imghost.device.screenmedia.net/f34746f0-a043-481e-9f17-a80a521b92d7-1359070041.jpg,5100,https://www.popcornflix.com/movie/18-f34746f0-a043-481e-9f17-a80a521b92d7-black-thunder-die-welt-am-abgrund,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Nailed,movie,"A struggling writer, Jeff has a passionate affair with Kelly. Jeff is simultaneously attracted and confused by Kelly. When Kelly discovers that she is pregnant, his father, Tony begins a war to save his son from this troubled woman and pressures Jeff to abandon Kelly.","Harvey Keitel,Brad Rowe",,Joel Silverman,Drama,R,http://imghost.device.screenmedia.net/24689_Nailed_roku.jpg,5400,https://www.popcornflix.com/movie/18-86528c17-78fe-4be7-aba4-e870d789906f-nailed,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
City of Your Final Destination,movie,"After winning a grant to write a biography of the Hispanic author Jules Gund, Iranian American student Omar must travel to Uruguay and convince the family to give him permission.","Laura Linney,Charlotte Gainsbourg,Anthony Hopkins",,James Ivory,Drama,PG-13,http://imghost.device.screenmedia.net/23797_CityofyourFinalDestination214x306.jpg,7080,https://www.popcornflix.com/movie/18-ce6734e6-2fb2-4df9-8825-e9bb7b43c598-city-of-your-final-destination,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Gunshy,movie,"Jake Bridges, un escritor acabado, se hace amigo de un asesino a sueldo, Frankie McGregor. Hacen un trato -  Frankie le enseña a Jake sobre la vida en las calles y Jake a Frankie sobre literatura. Pero Jake se enamora de la novia de Frankie y las vidas de los tres se enlazan en esta genial película.","William L. Peterson,Diane Lane",,Jeff Celentano,Espanol,R,http://imghost.device.screenmedia.net/32499_Gunshy_214x306ESP.jpg,6120,https://www.popcornflix.com/movie/18-d9e728c3-4fca-4800-a4e8-f2332e2f7a12-gunshy,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Rock My World,movie,"La banda de rock más famosa de Estados Unidos se esconde en la finca de Lord y Lady Foxley. Ellos se disfrazan de criados en su propia mansión, lo cual crea un choque de culturas y nos lleva a ver su lado salvaje. Igual que “Casi famosos” y que “Spinal Tap”, ¡esta película es genial!","Joan Plowright,Alicia Silverstone,Peter O'Toole",,Sidney J. Furie,Espanol,R,http://imghost.device.screenmedia.net/33504_RockMyWorld_214x306ESP.jpg,0,https://www.popcornflix.com/movie/18-b79b4076-ab19-40b9-a47f-f32d0a37ad32-rock-my-world,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Severed,movie,"A group of young environmental activists becomes infected, ravenous zombies when a forestry company's genetic experimentation goes disastrously wrong.  Sheer terror can't pump enough adrenaline through these bodies to help them out of this remote forest in this gruesome tale of horror.","Sarah Lind,Paul Campbell,Julian Christopher,Benjamin Ratner,JR Bourne",,Carl Bessai,Horror,R,http://imghost.device.screenmedia.net/87140b25-24c0-4bc7-9c58-d78dd08b7592-1.jpg,5820,https://www.popcornflix.com/movie/18-87140b25-24c0-4bc7-9c58-d78dd08b7592-severed,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Shootfighter,movie,"Die beiden Shootfighter Shingo und Lee standen sich schon als junge Kaempfer gegenueber. Jetzt, 20 Jahre spaeter besitzt Lee sein eigenes Turnier, bei dem es nur eine Regel gibt, Es gibt keine! Zwei von Shingos Schuelern geraten in die Faenge des moerderischen Spiels...","Bolo Yeung,Kristy Eisenberg,Dir. Paul Ziller",,Patrick Allen,Action/Thriller,R,http://imghost.device.screenmedia.net/d9a836c0-b2a9-4431-977c-38554d722d47-1358526796.jpg,5520,https://www.popcornflix.com/movie/18-d9a836c0-b2a9-4431-977c-38554d722d47-shootfighter,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Eversmile New Jersey,movie,"Fergus O Connell is an Irish dentist working for an American Dental Promotion Company, the Eversmile New Jersey Company.  He travels on his motorbike teaching people the wisdom of having clean teeth, but then he meets Estella...","Daniel Day Lewis,Marjana Jokovic.",,Carlos Sorin,Drama,PG,http://imghost.device.screenmedia.net/22950_EversmileNJ_214x306_Thumbnail.jpg,5340,https://www.popcornflix.com/movie/18-c91d39e7-16eb-4685-af5b-02fa174ca2bf-eversmile-new-jersey,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Le Prix Du Doute,movie,"Matt a une double vie, il vit avec Ruth la mort prenatale d un bebe, tout en ayant par ailleurs femme et enfants..","Michael Rooker,Rebecca De Mornay",,Ron Senkowski,Drama,R,http://imghost.device.screenmedia.net/cd0a1ffc-fbf3-43e9-abb6-bbe81e887729-1359386380.jpg,6600,https://www.popcornflix.com/movie/18-cd0a1ffc-fbf3-43e9-abb6-bbe81e887729-le-prix-du-doute,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Dusting Cliff 7,movie,"Anna Bishop tiene un rescate encima luego de filtrar un archivo confidencial con la ubicación de armas nucleares enterradas bajo un risco en el desierto de acceso restringido por el gobierno. Para salvarse, deberá aventurarse hacia el risco 7 sola y enfrentar a sus atacantes.","Nancy Allen,Lance Henriksen",,William H. Molina,Espanol,R,http://imghost.device.screenmedia.net/32478_DustinCliff7_214x306ESP.jpg,5580,https://www.popcornflix.com/movie/18-3ba1563d-3c1d-4ff0-9e44-765655693403-dusting-cliff-7,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Self Storage,movie,Los amigos de un sereno de una instalación de mini bodegas vuelven a casa de la universidad y quieren divertirse. Sus jugarretas convierten una noche traviesa en una de terror. Ciertas cosas debían permanecer bajo llave y algunos lugares tranquilos. Ellos no son los únicos allí que buscan diversión.,"Michael Berryman,Eric Roberts,Jonathan Silverman",,Tom DeNucci,Espanol,R,http://imghost.device.screenmedia.net/32356_SelfStorage_214x306ESP.jpg,5400,https://www.popcornflix.com/movie/18-9ccd878b-098f-4638-8059-2c7d508b6495-self-storage,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Inkubus,movie,"Upon the discovery of a grisly murder, a team of police working the graveyard shift is terrorized by the mysterious arrival of the century old demon Inkubus. During their gruesome and violent battle, a detective realizes the demon has returned from his past, intent on settling a score","William Forsythe,Jonathan Silverman,Robert Englund,Joey Fatone",,Glenn Ciano,Horror,R,http://imghost.device.screenmedia.net/21388_Inkubus_214x306_Thumbnail.jpg,5400,https://www.popcornflix.com/movie/18-dafde43d-d1ff-4b71-864b-1e6037c96b3e-inkubus,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
"Shooter, The",movie,Kurz nach dem Burgerkrieg kommt ein Fremder in die abgelegene Prariestadt Kingston und stort mit seinen sagenhaften Schieskunsten empfindlich das herrschende Gleichgewicht des Schreckens zwischen angstschlotternden Burgern und den Schergen des allmachtigen Grosranchers Kyle.,"Randy Travis,Michael Dudikoff",,Fred Olen Ray,Action/Thriller,R,http://imghost.device.screenmedia.net/ce3fa92d-b9e6-4f5d-80aa-c84585f70eb9-1359069064.jpg,4920,https://www.popcornflix.com/movie/18-ce3fa92d-b9e6-4f5d-80aa-c84585f70eb9-shooter-the,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The Leading Man,movie,"Handsome actor Felix has fallen passionately in love with Hilary, a beautiful and feisty young actress, and is preparing to desert his perfect family to be with her. Starring Jon Bon Jovi, Anna Galiena and Lambert Wilson.","Jon Bon Jovi,Anna Galiena,Lambert Wilson",,John Duigan,Drama,R,http://imghost.device.screenmedia.net/2cc7083b-249a-4ea9-b3f3-1136f95000d8-1359667117.jpg,6000,https://www.popcornflix.com/movie/18-2cc7083b-249a-4ea9-b3f3-1136f95000d8-the-leading-man,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Texas Funeral Auf Deutsch,movie,"Es ist ein Familientreffen der besonderen Art, als sich die Whits am Grab ihres Familienoberhaupts versammeln. Doch es handelt sich weder um eine gewoehnliche Familie, noch um einen gewoehnlichen Abschied. Unterdrueckte Leidenschaften, Sehnsuechte und Eifersuechteleien werden wach.","Chris Noth,Robert Patrick,Martin Sheen",,W. Blake Herron,Drama,R,http://imghost.device.screenmedia.net/0a955cbb-0523-4061-8181-cae1604a5539-1359070727.jpg,5880,https://www.popcornflix.com/movie/18-0a955cbb-0523-4061-8181-cae1604a5539-texas-funeral-auf-deutsch,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Little Big Top,movie,"Sin trabajo y resignado a perderse en el alcohol, el payaso envejecido Seymour Smiles regresa al pueblo de Perú, Indiana. A pedido de su amigo, Bob, comienza a entrenar a payasos, con lo cual encamina su vida. Un escenario surreal y personajes coloridos animan esta comedia llena de pasión.","Sid Haig,Hollis Resnik,Richard Riehle",,Ward Roberts,Espanol,,http://imghost.device.screenmedia.net/32520_LittleBigTop_214x306ESP.jpg,0,https://www.popcornflix.com/movie/18-ff243369-711e-4b16-937d-d4f0c16e1667-little-big-top,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Aussie and Ted,movie,"Aussie, un perro adorable va en busca del Osito Teddy de su dueño.  En su viaje, ambos forman un vínculo insólito y deben confiar el uno en el otro para llegar a casa a salvo. La gran aventura de Aussie y Ted trata sobre descubrir el verdadero significado de la amistad.","Beverly D'Angelo,Alyssa Shafer,Leo Howard,Dean Cain",,Shuki Levy,Espanol,G,http://imghost.device.screenmedia.net/30330_AussieandTed_214x306ESP.jpg,5340,https://www.popcornflix.com/movie/18-46f46e79-c79f-494e-bee2-cb9f53b50edc-aussie-and-ted,,https://api.unreel.me/v2/sites/popcornflix/channels/ESPANOL/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Night Junkies,movie,"An underground plague haunts the dark alleys of London, and lovers Vincent and Ruby have been sucked into its steely grip. They stalk the night searching for their latest fix, blood, that sustains them for another day. Meanwhile, a psychotic serial killer shadows the tormented vampire junkies.","Jay Brown,Giles Alderson",,Lawrence Pearce,Horror,R,http://imghost.device.screenmedia.net/f250ad4f-b3b5-488d-929d-fe34f6683d16-1354553775.jpg,5940,https://www.popcornflix.com/movie/18-f250ad4f-b3b5-488d-929d-fe34f6683d16-night-junkies,,https://api.unreel.me/v2/sites/popcornflix/channels/HORROR/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Mach 2,movie,"Mit Beweisen, dass US Vizeprasident Pike illegale Waffengeschafte fuhrt, begibt sich Prasidentschaftskandidat Davis zusammen mit Air Force Captain Tyree auf Mission nach Europa. Doch Pike setzt alles daran, dies zu verhindern und lasst die Concorde von Terroristen kapern.","Brian Bosworth,Michael Dorn,Shannon Whirry",,Fred Olen Ray,Action/Thriller,R,http://imghost.device.screenmedia.net/c7ec7f49-7a5a-478f-a0a8-5c88a314aff9-1359065756.jpg,5460,https://www.popcornflix.com/movie/18-c7ec7f49-7a5a-478f-a0a8-5c88a314aff9-mach-2,,https://api.unreel.me/v2/sites/popcornflix/channels/ACTIONTHRILLER_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Sample People,movie,"Wochenende in Sydney, Ausnahmezustand fuer die Raverjugend der Metropole. Der scheue Len schmachtet Szenegirl DJ Lush Puppy hinterher. Sem und John fiebern der Tanznacht mit allerhand Rauchware entgegen, waehrend Johns Todfeinde einen Ueberfall auf Lens Arbeitsplatz, einen indischen Imbiss, planen.","Simon Lyndon,Kylie Minogue,Ben Mendelsohn",,Clinton Smith,Drama,,http://imghost.device.screenmedia.net/d7e3ac50-88a9-4b2c-bb0d-1076611a5584-1359070610.jpg,5640,https://www.popcornflix.com/movie/18-d7e3ac50-88a9-4b2c-bb0d-1076611a5584-sample-people,,https://api.unreel.me/v2/sites/popcornflix/channels/DRAMA/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
